Date,CPIAUCSL
2019-04-11,255.254
2019-04-12,255.2561
2019-04-13,255.2582
2019-04-14,255.2603
2019-04-15,255.26239999999999
2019-04-16,255.2645
2019-04-17,255.2666
2019-04-18,255.2687
2019-04-19,255.2708
2019-04-20,255.2729
2019-04-21,255.275
2019-04-22,255.2771
2019-04-23,255.2792
2019-04-24,255.2813
2019-04-25,255.2834
2019-04-26,255.28549999999998
2019-04-27,255.2876
2019-04-28,255.28969999999998
2019-04-29,255.2918
2019-04-30,255.29389999999998
2019-05-01,255.296
2019-05-02,255.29332258064517
2019-05-03,255.2906451612903
2019-05-04,255.2879677419355
2019-05-05,255.28529032258064
2019-05-06,255.2826129032258
2019-05-07,255.27993548387096
2019-05-08,255.27725806451613
2019-05-09,255.27458064516128
2019-05-10,255.27190322580645
2019-05-11,255.2692258064516
2019-05-12,255.26654838709678
2019-05-13,255.26387096774192
2019-05-14,255.2611935483871
2019-05-15,255.25851612903224
2019-05-16,255.25583870967742
2019-05-17,255.25316129032257
2019-05-18,255.25048387096774
2019-05-19,255.2478064516129
2019-05-20,255.24512903225806
2019-05-21,255.2424516129032
2019-05-22,255.23977419354839
2019-05-23,255.23709677419353
2019-05-24,255.2344193548387
2019-05-25,255.23174193548385
2019-05-26,255.22906451612903
2019-05-27,255.22638709677418
2019-05-28,255.22370967741935
2019-05-29,255.2210322580645
2019-05-30,255.21835483870967
2019-05-31,255.21567741935482
2019-06-01,255.213
2019-06-02,255.23263333333333
2019-06-03,255.25226666666666
2019-06-04,255.2719
2019-06-05,255.29153333333332
2019-06-06,255.31116666666665
2019-06-07,255.33079999999998
2019-06-08,255.3504333333333
2019-06-09,255.37006666666667
2019-06-10,255.3897
2019-06-11,255.40933333333334
2019-06-12,255.42896666666667
2019-06-13,255.4486
2019-06-14,255.46823333333333
2019-06-15,255.48786666666666
2019-06-16,255.5075
2019-06-17,255.52713333333332
2019-06-18,255.54676666666666
2019-06-19,255.5664
2019-06-20,255.58603333333332
2019-06-21,255.60566666666665
2019-06-22,255.62529999999998
2019-06-23,255.6449333333333
2019-06-24,255.66456666666667
2019-06-25,255.6842
2019-06-26,255.70383333333334
2019-06-27,255.72346666666667
2019-06-28,255.7431
2019-06-29,255.76273333333333
2019-06-30,255.78236666666666
2019-07-01,255.802
2019-07-02,255.80954838709675
2019-07-03,255.81709677419354
2019-07-04,255.8246451612903
2019-07-05,255.8321935483871
2019-07-06,255.83974193548386
2019-07-07,255.84729032258065
2019-07-08,255.8548387096774
2019-07-09,255.8623870967742
2019-07-10,255.86993548387096
2019-07-11,255.87748387096775
2019-07-12,255.8850322580645
2019-07-13,255.89258064516127
2019-07-14,255.90012903225806
2019-07-15,255.90767741935483
2019-07-16,255.91522580645162
2019-07-17,255.92277419354838
2019-07-18,255.93032258064517
2019-07-19,255.93787096774193
2019-07-20,255.94541935483872
2019-07-21,255.95296774193548
2019-07-22,255.96051612903224
2019-07-23,255.96806451612903
2019-07-24,255.9756129032258
2019-07-25,255.98316129032258
2019-07-26,255.99070967741935
2019-07-27,255.99825806451614
2019-07-28,256.0058064516129
2019-07-29,256.0133548387097
2019-07-30,256.0209032258065
2019-07-31,256.0284516129032
2019-08-01,256.036
2019-08-02,256.04870967741937
2019-08-03,256.06141935483873
2019-08-04,256.07412903225804
2019-08-05,256.0868387096774
2019-08-06,256.0995483870968
2019-08-07,256.11225806451614
2019-08-08,256.1249677419355
2019-08-09,256.1376774193548
2019-08-10,256.1503870967742
2019-08-11,256.16309677419355
2019-08-12,256.1758064516129
2019-08-13,256.1885161290323
2019-08-14,256.2012258064516
2019-08-15,256.21393548387096
2019-08-16,256.2266451612903
2019-08-17,256.2393548387097
2019-08-18,256.25206451612905
2019-08-19,256.2647741935484
2019-08-20,256.2774838709677
2019-08-21,256.2901935483871
2019-08-22,256.30290322580646
2019-08-23,256.3156129032258
2019-08-24,256.3283225806452
2019-08-25,256.3410322580645
2019-08-26,256.35374193548387
