Date,count
2017-08-09,8409.285714285714
2017-08-10,8688.428571428572
2017-08-11,8967.57142857143
2017-08-12,9246.714285714286
2017-08-13,9525.857142857143
2017-08-14,9805.0
2017-08-15,10191.142857142857
2017-08-16,10577.285714285714
2017-08-17,10963.428571428572
2017-08-18,11349.57142857143
2017-08-19,11735.714285714286
2017-08-20,12121.857142857143
2017-08-21,12508.0
2017-08-22,12582.57142857143
2017-08-23,12657.142857142857
2017-08-24,12731.714285714286
2017-08-25,12806.285714285714
2017-08-26,12880.857142857143
2017-08-27,12955.42857142857
2017-08-28,13030.0
2017-08-29,11665.857142857143
2017-08-30,10301.714285714286
2017-08-31,8937.571428571428
2017-09-01,7573.428571428572
2017-09-02,6209.285714285715
2017-09-03,4845.142857142857
2017-09-04,3481.0
2017-09-05,3997.142857142857
2017-09-06,4513.285714285714
2017-09-07,5029.428571428572
2017-09-08,5545.571428571428
2017-09-09,6061.714285714285
2017-09-10,6577.857142857143
2017-09-11,7094.0
2017-09-12,7251.142857142857
2017-09-13,7408.285714285715
2017-09-14,7565.428571428572
2017-09-15,7722.571428571428
2017-09-16,7879.714285714285
2017-09-17,8036.857142857143
2017-09-18,8194.0
2017-09-19,9551.857142857143
2017-09-20,10909.714285714286
2017-09-21,12267.571428571428
2017-09-22,13625.428571428572
2017-09-23,14983.285714285714
2017-09-24,16341.142857142857
2017-09-25,17699.0
2017-09-26,15854.57142857143
2017-09-27,14010.142857142857
2017-09-28,12165.714285714286
2017-09-29,10321.285714285714
2017-09-30,8476.857142857143
2017-10-01,6632.4285714285725
2017-10-02,4788.0
2017-10-03,5306.142857142857
2017-10-04,5824.285714285714
2017-10-05,6342.428571428572
2017-10-06,6860.571428571428
2017-10-07,7378.714285714285
2017-10-08,7896.857142857143
2017-10-09,8415.0
2017-10-10,8346.57142857143
2017-10-11,8278.142857142857
2017-10-12,8209.714285714286
2017-10-13,8141.285714285715
2017-10-14,8072.857142857143
2017-10-15,8004.428571428572
2017-10-16,7936.0
2017-10-17,8414.285714285714
2017-10-18,8892.57142857143
2017-10-19,9370.857142857143
2017-10-20,9849.142857142857
2017-10-21,10327.428571428572
2017-10-22,10805.714285714286
2017-10-23,11284.0
2017-10-24,11329.857142857143
2017-10-25,11375.714285714286
2017-10-26,11421.57142857143
2017-10-27,11467.42857142857
2017-10-28,11513.285714285714
2017-10-29,11559.142857142857
2017-10-30,11605.0
2017-10-31,10827.57142857143
2017-11-01,10050.142857142857
2017-11-02,9272.714285714286
2017-11-03,8495.285714285714
2017-11-04,7717.857142857143
2017-11-05,6940.428571428572
2017-11-06,6163.0
2017-11-07,6501.714285714285
2017-11-08,6840.428571428572
2017-11-09,7179.142857142857
2017-11-10,7517.857142857143
2017-11-11,7856.571428571428
2017-11-12,8195.285714285714
2017-11-13,8534.0
2017-11-14,8782.0
2017-11-15,9030.0
2017-11-16,9278.0
2017-11-17,9526.0
2017-11-18,9774.0
2017-11-19,10022.0
2017-11-20,10270.0
2017-11-21,11062.714285714286
2017-11-22,11855.42857142857
2017-11-23,12648.142857142857
2017-11-24,13440.857142857143
2017-11-25,14233.571428571428
2017-11-26,15026.285714285714
2017-11-27,15819.0
2017-11-28,14375.714285714286
2017-11-29,12932.428571428572
2017-11-30,11489.142857142857
2017-12-01,10045.857142857143
2017-12-02,8602.57142857143
2017-12-03,7159.285714285714
2017-12-04,5716.0
2017-12-05,6153.571428571428
2017-12-06,6591.142857142857
2017-12-07,7028.714285714286
2017-12-08,7466.285714285714
2017-12-09,7903.857142857143
2017-12-10,8341.428571428572
2017-12-11,8779.0
2017-12-12,9479.42857142857
2017-12-13,10179.857142857143
2017-12-14,10880.285714285714
2017-12-15,11580.714285714286
2017-12-16,12281.142857142857
2017-12-17,12981.571428571428
2017-12-18,13682.0
2017-12-19,14526.42857142857
2017-12-20,15370.857142857143
2017-12-21,16215.285714285714
2017-12-22,17059.714285714286
2017-12-23,17904.142857142855
2017-12-24,18748.571428571428
2017-12-25,19593.0
2017-12-26,17182.0
2017-12-27,14771.0
2017-12-28,12360.0
2017-12-29,9949.0
2017-12-30,7538.0
2017-12-31,5127.0
2018-01-01,2716.0
2018-01-02,3135.1428571428573
2018-01-03,3554.285714285714
2018-01-04,3973.4285714285716
2018-01-05,4392.571428571428
2018-01-06,4811.714285714286
2018-01-07,5230.857142857143
2018-01-08,5650.0
2018-01-09,6180.285714285715
2018-01-10,6710.571428571428
2018-01-11,7240.857142857143
2018-01-12,7771.142857142857
2018-01-13,8301.428571428572
2018-01-14,8831.714285714286
2018-01-15,9362.0
2018-01-16,9832.42857142857
2018-01-17,10302.857142857143
2018-01-18,10773.285714285714
2018-01-19,11243.714285714286
2018-01-20,11714.142857142857
2018-01-21,12184.571428571428
2018-01-22,12655.0
2018-01-23,12769.0
2018-01-24,12883.0
2018-01-25,12997.0
2018-01-26,13111.0
2018-01-27,13225.0
2018-01-28,13339.0
2018-01-29,13453.0
2018-01-30,12788.142857142857
2018-01-31,12123.285714285714
2018-02-01,11458.42857142857
2018-02-02,10793.571428571428
2018-02-03,10128.714285714286
2018-02-04,9463.857142857143
2018-02-05,8799.0
2018-02-06,8952.714285714286
2018-02-07,9106.42857142857
2018-02-08,9260.142857142857
2018-02-09,9413.857142857143
2018-02-10,9567.57142857143
2018-02-11,9721.285714285714
2018-02-12,9875.0
2018-02-13,9281.42857142857
2018-02-14,8687.857142857143
2018-02-15,8094.285714285714
2018-02-16,7500.714285714286
2018-02-17,6907.142857142857
2018-02-18,6313.571428571428
2018-02-19,5720.0
2018-02-20,6752.0
2018-02-21,7784.0
2018-02-22,8816.0
2018-02-23,9848.0
2018-02-24,10880.0
2018-02-25,11912.0
2018-02-26,12944.0
2018-02-27,11933.857142857143
2018-02-28,10923.714285714286
2018-03-01,9913.571428571428
2018-03-02,8903.428571428572
2018-03-03,7893.285714285715
2018-03-04,6883.142857142857
2018-03-05,5873.0
2018-03-06,6301.857142857143
2018-03-07,6730.714285714285
2018-03-08,7159.571428571428
2018-03-09,7588.428571428572
2018-03-10,8017.285714285714
2018-03-11,8446.142857142857
2018-03-12,8875.0
2018-03-13,9029.714285714286
2018-03-14,9184.42857142857
2018-03-15,9339.142857142857
2018-03-16,9493.857142857143
2018-03-17,9648.57142857143
2018-03-18,9803.285714285714
2018-03-19,9958.0
2018-03-20,11179.42857142857
2018-03-21,12400.857142857143
2018-03-22,13622.285714285714
2018-03-23,14843.714285714286
2018-03-24,16065.142857142857
2018-03-25,17286.571428571428
2018-03-26,18508.0
2018-03-27,16464.571428571428
2018-03-28,14421.142857142857
2018-03-29,12377.714285714286
2018-03-30,10334.285714285714
2018-03-31,8290.857142857143
2018-04-01,6247.4285714285725
2018-04-02,4204.0
2018-04-03,4815.285714285715
2018-04-04,5426.571428571428
2018-04-05,6037.857142857143
2018-04-06,6649.142857142857
2018-04-07,7260.428571428572
2018-04-08,7871.714285714286
2018-04-09,8483.0
2018-04-10,8810.857142857143
2018-04-11,9138.714285714286
2018-04-12,9466.571428571428
2018-04-13,9794.42857142857
2018-04-14,10122.285714285714
2018-04-15,10450.142857142857
2018-04-16,10778.0
2018-04-17,11254.57142857143
2018-04-18,11731.142857142857
2018-04-19,12207.714285714286
2018-04-20,12684.285714285714
2018-04-21,13160.857142857143
2018-04-22,13637.428571428572
2018-04-23,14114.0
2018-04-24,13306.0
2018-04-25,12498.0
2018-04-26,11690.0
2018-04-27,10882.0
2018-04-28,10074.0
2018-04-29,9266.0
2018-04-30,8458.0
2018-05-01,7622.857142857143
2018-05-02,6787.714285714286
2018-05-03,5952.571428571428
2018-05-04,5117.428571428572
2018-05-05,4282.285714285715
2018-05-06,3447.142857142857
2018-05-07,2612.0
2018-05-08,3336.714285714286
2018-05-09,4061.4285714285716
2018-05-10,4786.142857142857
2018-05-11,5510.857142857143
2018-05-12,6235.571428571428
2018-05-13,6960.285714285714
2018-05-14,7685.0
2018-05-15,8212.0
2018-05-16,8739.0
2018-05-17,9266.0
2018-05-18,9793.0
2018-05-19,10320.0
2018-05-20,10847.0
2018-05-21,11374.0
2018-05-22,12415.0
2018-05-23,13456.0
2018-05-24,14497.0
2018-05-25,15538.0
2018-05-26,16579.0
2018-05-27,17620.0
2018-05-28,18661.0
2018-05-29,17560.0
2018-05-30,16459.0
2018-05-31,15358.0
2018-06-01,14257.0
2018-06-02,13156.0
2018-06-03,12055.0
2018-06-04,10954.0
2018-06-05,11504.57142857143
2018-06-06,12055.142857142857
2018-06-07,12605.714285714286
2018-06-08,13156.285714285714
2018-06-09,13706.857142857143
2018-06-10,14257.428571428572
2018-06-11,14808.0
2018-06-12,13638.42857142857
2018-06-13,12468.857142857143
2018-06-14,11299.285714285714
2018-06-15,10129.714285714286
2018-06-16,8960.142857142857
2018-06-17,7790.5714285714275
2018-06-18,6621.0
2018-06-19,9162.0
2018-06-20,11703.0
2018-06-21,14244.0
2018-06-22,16785.0
2018-06-23,19326.0
2018-06-24,21867.0
2018-06-25,24408.0
2018-06-26,21851.85714285714
2018-06-27,19295.714285714286
2018-06-28,16739.571428571428
2018-06-29,14183.42857142857
2018-06-30,11627.285714285714
2018-07-01,9071.142857142855
2018-07-02,6515.0
2018-07-03,7178.285714285715
2018-07-04,7841.571428571428
2018-07-05,8504.857142857143
2018-07-06,9168.142857142857
2018-07-07,9831.428571428572
2018-07-08,10494.714285714286
2018-07-09,11158.0
2018-07-10,11525.42857142857
2018-07-11,11892.857142857143
2018-07-12,12260.285714285714
2018-07-13,12627.714285714286
2018-07-14,12995.142857142857
2018-07-15,13362.571428571428
2018-07-16,13730.0
2018-07-17,14270.57142857143
2018-07-18,14811.142857142857
2018-07-19,15351.714285714286
2018-07-20,15892.285714285714
2018-07-21,16432.85714285714
2018-07-22,16973.428571428572
2018-07-23,17514.0
2018-07-24,17543.428571428572
2018-07-25,17572.85714285714
2018-07-26,17602.285714285714
2018-07-27,17631.714285714286
2018-07-28,17661.14285714286
2018-07-29,17690.571428571428
2018-07-30,17720.0
2018-07-31,16461.285714285714
2018-08-01,15202.571428571428
2018-08-02,13943.857142857143
2018-08-03,12685.142857142857
2018-08-04,11426.42857142857
2018-08-05,10167.714285714286
2018-08-06,8909.0
2018-08-07,9623.857142857143
2018-08-08,10338.714285714286
2018-08-09,11053.571428571428
2018-08-10,11768.428571428572
2018-08-11,12483.285714285714
2018-08-12,13198.142857142857
2018-08-13,13913.0
2018-08-14,13658.42857142857
2018-08-15,13403.857142857143
2018-08-16,13149.285714285714
2018-08-17,12894.714285714286
2018-08-18,12640.142857142857
2018-08-19,12385.571428571428
2018-08-20,12131.0
2018-08-21,13597.42857142857
2018-08-22,15063.857142857143
2018-08-23,16530.285714285714
2018-08-24,17996.714285714286
2018-08-25,19463.142857142855
2018-08-26,20929.571428571428
2018-08-27,22396.0
2018-08-28,19591.0
2018-08-29,16786.0
2018-08-30,13981.0
2018-08-31,11176.0
2018-09-01,8371.0
2018-09-02,5566.0
2018-09-03,2761.0
2018-09-04,2768.714285714286
2018-09-05,2776.4285714285716
2018-09-06,2784.1428571428573
2018-09-07,2791.8571428571427
2018-09-08,2799.5714285714284
2018-09-09,2807.285714285714
2018-09-10,2815.0
2018-09-11,3242.5714285714284
2018-09-12,3670.142857142857
2018-09-13,4097.714285714286
2018-09-14,4525.285714285714
2018-09-15,4952.857142857143
2018-09-16,5380.428571428572
2018-09-17,5808.0
2018-09-18,7389.142857142857
2018-09-19,8970.285714285714
2018-09-20,10551.428571428572
2018-09-21,12132.571428571428
2018-09-22,13713.714285714286
2018-09-23,15294.857142857143
2018-09-24,16876.0
2018-09-25,14947.714285714286
2018-09-26,13019.428571428572
2018-09-27,11091.142857142857
2018-09-28,9162.857142857143
2018-09-29,7234.571428571429
2018-09-30,5306.285714285714
2018-10-01,3378.0
2018-10-02,3662.8571428571427
2018-10-03,3947.714285714286
2018-10-04,4232.571428571428
2018-10-05,4517.428571428572
2018-10-06,4802.285714285714
2018-10-07,5087.142857142857
2018-10-08,5372.0
2018-10-09,5776.285714285715
2018-10-10,6180.571428571428
2018-10-11,6584.857142857143
2018-10-12,6989.142857142857
2018-10-13,7393.428571428572
2018-10-14,7797.714285714286
2018-10-15,8202.0
2018-10-16,8645.42857142857
2018-10-17,9088.857142857143
2018-10-18,9532.285714285714
2018-10-19,9975.714285714286
2018-10-20,10419.142857142857
2018-10-21,10862.571428571428
2018-10-22,11306.0
2018-10-23,12022.0
2018-10-24,12738.0
2018-10-25,13454.0
2018-10-26,14170.0
2018-10-27,14886.0
2018-10-28,15602.0
2018-10-29,16318.0
2018-10-30,14477.142857142857
2018-10-31,12636.285714285714
2018-11-01,10795.428571428572
2018-11-02,8954.571428571428
2018-11-03,7113.714285714286
2018-11-04,5272.857142857143
2018-11-05,3432.0
2018-11-06,4011.5714285714284
2018-11-07,4591.142857142857
2018-11-08,5170.714285714286
2018-11-09,5750.285714285714
2018-11-10,6329.857142857143
2018-11-11,6909.428571428572
2018-11-12,7489.0
2018-11-13,7661.285714285715
2018-11-14,7833.571428571428
2018-11-15,8005.857142857143
2018-11-16,8178.142857142857
2018-11-17,8350.42857142857
2018-11-18,8522.714285714286
2018-11-19,8695.0
2018-11-20,10517.285714285714
2018-11-21,12339.571428571428
2018-11-22,14161.857142857143
2018-11-23,15984.142857142857
2018-11-24,17806.428571428572
2018-11-25,19628.714285714286
2018-11-26,21451.0
2018-11-27,19055.571428571428
2018-11-28,16660.142857142855
2018-11-29,14264.714285714286
2018-11-30,11869.285714285714
2018-12-01,9473.857142857141
2018-12-02,7078.428571428571
2018-12-03,4683.0
2018-12-04,5075.0
2018-12-05,5467.0
2018-12-06,5859.0
2018-12-07,6251.0
2018-12-08,6643.0
2018-12-09,7035.0
2018-12-10,7427.0
2018-12-11,7959.857142857143
2018-12-12,8492.714285714286
2018-12-13,9025.57142857143
2018-12-14,9558.428571428572
2018-12-15,10091.285714285714
2018-12-16,10624.142857142857
2018-12-17,11157.0
2018-12-18,11570.714285714286
2018-12-19,11984.42857142857
2018-12-20,12398.142857142857
2018-12-21,12811.857142857143
2018-12-22,13225.571428571428
2018-12-23,13639.285714285714
2018-12-24,14053.0
2018-12-25,13082.0
2018-12-26,12111.0
2018-12-27,11140.0
2018-12-28,10169.0
2018-12-29,9198.0
2018-12-30,8227.0
2018-12-31,7256.0
2019-01-01,6856.428571428572
2019-01-02,6456.857142857143
2019-01-03,6057.285714285714
2019-01-04,5657.714285714286
2019-01-05,5258.142857142857
2019-01-06,4858.571428571428
2019-01-07,4459.0
2019-01-08,4959.142857142857
2019-01-09,5459.285714285715
2019-01-10,5959.428571428572
2019-01-11,6459.571428571428
2019-01-12,6959.714285714286
2019-01-13,7459.857142857143
2019-01-14,7960.0
2019-01-15,8456.0
2019-01-16,8952.0
2019-01-17,9448.0
2019-01-18,9944.0
2019-01-19,10440.0
2019-01-20,10936.0
2019-01-21,11432.0
2019-01-22,12882.285714285714
2019-01-23,14332.571428571428
2019-01-24,15782.857142857143
2019-01-25,17233.142857142855
2019-01-26,18683.428571428572
2019-01-27,20133.714285714286
2019-01-28,21584.0
2019-01-29,18637.85714285714
2019-01-30,15691.714285714286
2019-01-31,12745.571428571428
2019-02-01,9799.42857142857
2019-02-02,6853.285714285714
2019-02-03,3907.142857142855
2019-02-04,961.0
2019-02-05,1519.857142857143
2019-02-06,2078.714285714286
2019-02-07,2637.5714285714284
2019-02-08,3196.4285714285716
2019-02-09,3755.2857142857147
2019-02-10,4314.142857142857
2019-02-11,4873.0
2019-02-12,5692.428571428572
2019-02-13,6511.857142857143
2019-02-14,7331.285714285714
2019-02-15,8150.714285714286
2019-02-16,8970.142857142857
2019-02-17,9789.571428571428
2019-02-18,10609.0
2019-02-19,11828.857142857143
2019-02-20,13048.714285714286
2019-02-21,14268.571428571428
2019-02-22,15488.428571428572
2019-02-23,16708.285714285714
2019-02-24,17928.142857142855
2019-02-25,19148.0
2019-02-26,17281.285714285714
2019-02-27,15414.571428571428
2019-02-28,13547.857142857143
2019-03-01,11681.142857142857
2019-03-02,9814.42857142857
2019-03-03,7947.714285714286
2019-03-04,6081.0
2019-03-05,6505.428571428572
2019-03-06,6929.857142857143
2019-03-07,7354.285714285714
2019-03-08,7778.714285714286
2019-03-09,8203.142857142857
2019-03-10,8627.571428571428
2019-03-11,9052.0
2019-03-12,9466.857142857143
2019-03-13,9881.714285714286
2019-03-14,10296.571428571428
2019-03-15,10711.42857142857
2019-03-16,11126.285714285714
2019-03-17,11541.142857142857
2019-03-18,11956.0
2019-03-19,13493.142857142857
2019-03-20,15030.285714285714
2019-03-21,16567.428571428572
2019-03-22,18104.571428571428
2019-03-23,19641.714285714286
2019-03-24,21178.857142857145
2019-03-25,22716.0
2019-03-26,20082.571428571428
2019-03-27,17449.142857142855
2019-03-28,14815.714285714286
2019-03-29,12182.285714285714
2019-03-30,9548.857142857141
2019-03-31,6915.428571428571
2019-04-01,4282.0
2019-04-02,4691.857142857143
2019-04-03,5101.714285714285
2019-04-04,5511.571428571428
2019-04-05,5921.428571428572
2019-04-06,6331.285714285714
2019-04-07,6741.142857142857
2019-04-08,7151.0
2019-04-09,7486.714285714285
2019-04-10,7822.428571428572
2019-04-11,8158.142857142857
2019-04-12,8493.857142857143
2019-04-13,8829.57142857143
2019-04-14,9165.285714285714
2019-04-15,9501.0
2019-04-16,10086.714285714286
2019-04-17,10672.42857142857
2019-04-18,11258.142857142857
2019-04-19,11843.857142857143
2019-04-20,12429.571428571428
2019-04-21,13015.285714285714
2019-04-22,13601.0
2019-04-23,13752.0
2019-04-24,13903.0
2019-04-25,14054.0
2019-04-26,14205.0
2019-04-27,14356.0
2019-04-28,14507.0
2019-04-29,14658.0
2019-04-30,13555.285714285714
2019-05-01,12452.571428571428
2019-05-02,11349.857142857143
2019-05-03,10247.142857142857
2019-05-04,9144.42857142857
2019-05-05,8041.714285714285
2019-05-06,6939.0
2019-05-07,7582.0
2019-05-08,8225.0
2019-05-09,8868.0
2019-05-10,9511.0
2019-05-11,10154.0
2019-05-12,10797.0
2019-05-13,11440.0
2019-05-14,11465.857142857143
2019-05-15,11491.714285714286
2019-05-16,11517.57142857143
2019-05-17,11543.42857142857
2019-05-18,11569.285714285714
2019-05-19,11595.142857142857
2019-05-20,11621.0
2019-05-21,13769.142857142857
2019-05-22,15917.285714285714
2019-05-23,18065.428571428572
2019-05-24,20213.571428571428
2019-05-25,22361.714285714286
2019-05-26,24509.857142857145
2019-05-27,26658.0
2019-05-28,23077.0
2019-05-29,19496.0
2019-05-30,15915.0
2019-05-31,12334.0
2019-06-01,8753.0
2019-06-02,5172.0
2019-06-03,1591.0
2019-06-04,1879.5714285714284
2019-06-05,2168.142857142857
2019-06-06,2456.714285714286
2019-06-07,2745.285714285714
2019-06-08,3033.8571428571427
2019-06-09,3322.4285714285716
2019-06-10,3611.0
2019-06-11,4306.285714285715
2019-06-12,5001.571428571428
2019-06-13,5696.857142857143
2019-06-14,6392.142857142857
2019-06-15,7087.428571428572
2019-06-16,7782.714285714286
2019-06-17,8478.0
2019-06-18,10722.285714285714
2019-06-19,12966.571428571428
2019-06-20,15210.857142857143
2019-06-21,17455.142857142855
2019-06-22,19699.428571428572
2019-06-23,21943.714285714286
2019-06-24,24188.0
2019-06-25,21309.285714285714
2019-06-26,18430.571428571428
2019-06-27,15551.857142857143
2019-06-28,12673.142857142857
2019-06-29,9794.42857142857
2019-06-30,6915.714285714286
2019-07-01,4037.0
2019-07-02,4478.142857142857
2019-07-03,4919.285714285715
2019-07-04,5360.428571428572
2019-07-05,5801.571428571428
2019-07-06,6242.714285714286
2019-07-07,6683.857142857143
2019-07-08,7125.0
2019-07-09,7768.857142857143
2019-07-10,8412.714285714286
2019-07-11,9056.57142857143
2019-07-12,9700.428571428572
2019-07-13,10344.285714285714
2019-07-14,10988.142857142857
2019-07-15,11632.0
2019-07-16,12116.42857142857
2019-07-17,12600.857142857143
2019-07-18,13085.285714285714
2019-07-19,13569.714285714286
2019-07-20,14054.142857142857
2019-07-21,14538.571428571428
2019-07-22,15023.0
2019-07-23,14646.285714285714
2019-07-24,14269.57142857143
2019-07-25,13892.857142857143
2019-07-26,13516.142857142857
2019-07-27,13139.42857142857
2019-07-28,12762.714285714286
2019-07-29,12386.0
2019-07-30,11595.57142857143
2019-07-31,10805.142857142857
2019-08-01,10014.714285714286
2019-08-02,9224.285714285714
2019-08-03,8433.857142857143
2019-08-04,7643.428571428572
2019-08-05,6853.0
2019-08-06,6814.142857142857
2019-08-07,6775.285714285715
2019-08-08,6736.428571428572
2019-08-09,6697.571428571428
2019-08-10,6658.714285714285
2019-08-11,6619.857142857143
2019-08-12,6581.0
2019-08-13,7144.285714285715
2019-08-14,7707.571428571428
2019-08-15,8270.857142857143
2019-08-16,8834.142857142857
2019-08-17,9397.428571428572
2019-08-18,9960.714285714286
2019-08-19,10524.0
2019-08-20,12293.0
2019-08-21,14062.0
2019-08-22,15831.0
2019-08-23,17600.0
2019-08-24,19369.0
2019-08-25,21138.0
2019-08-26,22907.0
2019-08-27,20154.428571428572
2019-08-28,17401.857142857145
2019-08-29,14649.285714285714
2019-08-30,11896.714285714286
2019-08-31,9144.142857142859
2019-09-01,6391.5714285714275
2019-09-02,3639.0
2019-09-03,4026.285714285714
2019-09-04,4413.571428571428
2019-09-05,4800.857142857143
2019-09-06,5188.142857142857
2019-09-07,5575.428571428572
2019-09-08,5962.714285714286
