Date,count,CPIAUCSL,ron95,ron97,diesel,UNRATE
2017-05-28,14397.0,244.1424838709677,2.111428571428572,2.3914285714285715,2.025714285714286,4.312903225806451
2017-05-29,14570.0,244.14761290322585,2.1085714285714285,2.3885714285714283,2.024285714285714,4.309677419354839
2017-05-30,13640.285714285714,244.15274193548387,2.105714285714286,2.3857142857142857,2.0228571428571427,4.306451612903226
2017-05-31,12710.57142857143,244.157870967742,2.1028571428571428,2.3828571428571426,2.021428571428572,4.3032258064516125
2017-06-01,11780.857142857143,244.163,2.1,2.38,2.02,4.3
2017-06-02,10851.142857142857,244.16566666666668,2.092857142857143,2.37,2.0085714285714285,4.3
2017-06-03,9921.428571428572,244.16833333333332,2.085714285714286,2.36,1.997142857142857,4.3
2017-06-04,8991.714285714286,244.171,2.0785714285714287,2.35,1.9857142857142855,4.3
2017-06-05,8062.0,244.17366666666663,2.071428571428571,2.34,1.9742857142857144,4.3
2017-06-06,8491.857142857143,244.17633333333333,2.064285714285714,2.33,1.9628571428571429,4.3
2017-06-07,8921.714285714286,244.179,2.057142857142857,2.32,1.9514285714285715,4.3
2017-06-08,9351.571428571428,244.18166666666667,2.05,2.31,1.94,4.3
2017-06-09,9781.42857142857,244.1843333333333,2.04,2.3000000000000003,1.9314285714285715,4.3
2017-06-10,10211.285714285714,244.187,2.03,2.29,1.9228571428571428,4.3
2017-06-11,10641.142857142857,244.18966666666668,2.02,2.28,1.914285714285714,4.3
2017-06-12,11071.0,244.19233333333332,2.01,2.27,1.9057142857142857,4.3
2017-06-13,12356.285714285714,244.195,2.0,2.26,1.897142857142857,4.3
2017-06-14,13641.571428571428,244.19766666666663,1.99,2.25,1.8885714285714288,4.3
2017-06-15,14926.857142857143,244.20033333333333,1.98,2.24,1.88,4.3
2017-06-16,16212.142857142857,244.203,1.97,2.23,1.88,4.3
2017-06-17,17497.428571428572,244.20566666666667,1.96,2.22,1.88,4.3
2017-06-18,18782.714285714286,244.20833333333331,1.95,2.21,1.88,4.3
2017-06-19,20068.0,244.211,1.94,2.2,1.88,4.3
2017-06-20,18060.285714285717,244.21366666666663,1.93,2.19,1.88,4.3
2017-06-21,16052.571428571428,244.21633333333327,1.92,2.18,1.88,4.3
2017-06-22,14044.857142857143,244.219,1.91,2.17,1.88,4.3
2017-06-23,12037.142857142857,244.22166666666664,1.907142857142857,2.1671428571428573,1.874285714285714,4.3
2017-06-24,10029.42857142857,244.22433333333333,1.904285714285714,2.164285714285714,1.8685714285714283,4.3
2017-06-25,8021.714285714286,244.227,1.9014285714285712,2.1614285714285715,1.8628571428571428,4.3
2017-06-26,6014.0,244.22966666666667,1.8985714285714288,2.1585714285714284,1.8571428571428568,4.3
2017-06-27,5792.428571428572,244.23233333333332,1.8957142857142857,2.1557142857142857,1.8514285714285716,4.3
2017-06-28,5570.857142857143,244.235,1.8928571428571428,2.1528571428571426,1.8457142857142856,4.3
2017-06-29,5349.285714285714,244.23766666666663,1.89,2.15,1.84,4.3
2017-06-30,5127.714285714285,244.24033333333333,1.8957142857142857,2.1557142857142857,1.85,4.3
2017-07-01,4906.142857142857,244.243,1.9014285714285712,2.1614285714285715,1.86,4.3
2017-07-02,4684.571428571428,244.2733225806452,1.907142857142857,2.1671428571428573,1.87,4.3032258064516125
2017-07-03,4463.0,244.30364516129032,1.9128571428571428,2.1728571428571426,1.88,4.306451612903226
2017-07-04,5030.0,244.33396774193548,1.9185714285714288,2.1785714285714284,1.89,4.309677419354839
2017-07-05,5597.0,244.36429032258064,1.9242857142857144,2.184285714285714,1.9,4.312903225806451
2017-07-06,6164.0,244.3946129032258,1.93,2.19,1.91,4.316129032258065
2017-07-07,6731.0,244.42493548387097,1.9357142857142855,2.1942857142857144,1.917142857142857,4.319354838709677
2017-07-08,7298.0,244.45525806451613,1.9414285714285715,2.1985714285714284,1.9242857142857144,4.32258064516129
2017-07-09,7865.0,244.4855806451613,1.947142857142857,2.202857142857143,1.9314285714285715,4.325806451612904
2017-07-10,8432.0,244.51590322580645,1.9528571428571428,2.2071428571428573,1.9385714285714288,4.329032258064516
2017-07-11,8531.857142857143,244.5462258064516,1.9585714285714289,2.211428571428572,1.9457142857142855,4.332258064516129
2017-07-12,8631.714285714286,244.5765483870968,1.9642857142857144,2.2157142857142857,1.9528571428571428,4.335483870967742
2017-07-13,8731.57142857143,244.60687096774197,1.97,2.22,1.96,4.338709677419355
2017-07-14,8831.42857142857,244.6371935483871,1.97,2.22,1.96,4.341935483870968
2017-07-15,8931.285714285714,244.66751612903224,1.97,2.22,1.96,4.345161290322581
2017-07-16,9031.142857142857,244.69783870967743,1.97,2.22,1.96,4.348387096774194
2017-07-17,9131.0,244.72816129032256,1.97,2.22,1.96,4.351612903225806
2017-07-18,10021.0,244.75848387096767,1.97,2.22,1.96,4.354838709677419
2017-07-19,10911.0,244.78880645161288,1.97,2.22,1.96,4.358064516129033
2017-07-20,11801.0,244.81912903225805,1.97,2.22,1.96,4.361290322580645
2017-07-21,12691.0,244.8494516129032,1.9785714285714284,2.2285714285714286,1.9642857142857144,4.364516129032258
2017-07-22,13581.0,244.8797741935484,1.987142857142857,2.237142857142857,1.9685714285714289,4.367741935483871
2017-07-23,14471.0,244.91009677419356,1.9957142857142856,2.2457142857142856,1.9728571428571429,4.370967741935484
2017-07-24,15361.0,244.9404193548387,2.004285714285714,2.2542857142857144,1.977142857142857,4.374193548387097
2017-07-25,14683.42857142857,244.97074193548383,2.012857142857143,2.262857142857143,1.9814285714285715,4.37741935483871
2017-07-26,14005.857142857143,245.00106451612905,2.021428571428572,2.271428571428572,1.9857142857142855,4.380645161290323
2017-07-27,13328.285714285714,245.03138709677415,2.03,2.28,1.99,4.383870967741935
2017-07-28,12650.714285714286,245.06170967741932,2.0357142857142856,2.2857142857142856,1.9985714285714284,4.387096774193549
2017-07-29,11973.142857142857,245.0920322580645,2.041428571428572,2.291428571428572,2.007142857142857,4.390322580645162
2017-07-30,11295.571428571428,245.12235483870967,2.047142857142857,2.297142857142857,2.0157142857142856,4.393548387096774
2017-07-31,10618.0,245.15267741935483,2.0528571428571425,2.3028571428571425,2.024285714285714,4.396774193548388
2017-08-01,10222.714285714286,245.183,2.0585714285714283,2.3085714285714283,2.032857142857143,4.4
2017-08-02,9827.42857142857,245.2233870967742,2.064285714285714,2.314285714285714,2.041428571428572,4.396774193548388
2017-08-03,9432.142857142857,245.2637741935484,2.07,2.32,2.05,4.393548387096774
2017-08-04,9036.857142857143,245.30416129032255,2.077142857142857,2.33,2.051428571428571,4.390322580645162
2017-08-05,8641.57142857143,245.3445483870968,2.084285714285714,2.34,2.052857142857143,4.387096774193549
2017-08-06,8246.285714285714,245.38493548387095,2.091428571428571,2.35,2.0542857142857143,4.383870967741935
2017-08-07,7851.0,245.42532258064517,2.0985714285714288,2.36,2.0557142857142856,4.380645161290323
2017-08-08,8130.142857142857,245.4657096774193,2.105714285714286,2.37,2.057142857142857,4.37741935483871
2017-08-09,8409.285714285714,245.50609677419357,2.112857142857143,2.38,2.0585714285714287,4.374193548387097
2017-08-10,8688.428571428572,245.54648387096773,2.12,2.39,2.06,4.370967741935484
2017-08-11,8967.57142857143,245.58687096774196,2.1242857142857146,2.395714285714286,2.0571428571428574,4.367741935483871
2017-08-12,9246.714285714286,245.62725806451613,2.128571428571429,2.401428571428572,2.0542857142857143,4.364516129032258
2017-08-13,9525.857142857143,245.66764516129032,2.132857142857143,2.407142857142857,2.051428571428572,4.361290322580645
2017-08-14,9805.0,245.7080322580645,2.137142857142857,2.412857142857143,2.0485714285714285,4.358064516129033
2017-08-15,10191.142857142857,245.74841935483872,2.1414285714285715,2.4185714285714286,2.045714285714286,4.354838709677419
2017-08-16,10577.285714285714,245.7888064516129,2.145714285714285,2.4242857142857144,2.0428571428571427,4.351612903225806
2017-08-17,10963.428571428572,245.82919354838708,2.15,2.43,2.04,4.348387096774194
2017-08-18,11349.57142857143,245.86958064516128,2.15,2.43,2.0357142857142856,4.345161290322581
2017-08-19,11735.714285714286,245.90996774193547,2.15,2.43,2.031428571428572,4.341935483870968
2017-08-20,12121.857142857143,245.95035483870967,2.15,2.43,2.027142857142857,4.338709677419355
2017-08-21,12508.0,245.99074193548387,2.15,2.43,2.0228571428571427,4.335483870967742
2017-08-22,12582.57142857143,246.0311290322581,2.15,2.43,2.018571428571428,4.332258064516129
2017-08-23,12657.142857142857,246.07151612903223,2.15,2.43,2.0142857142857142,4.329032258064516
2017-08-24,12731.714285714286,246.1119032258065,2.15,2.43,2.01,4.325806451612904
2017-08-25,12806.285714285714,246.15229032258063,2.1514285714285712,2.4314285714285715,2.0142857142857142,4.32258064516129
2017-08-26,12880.857142857143,246.19267741935485,2.152857142857143,2.432857142857143,2.018571428571428,4.319354838709677
2017-08-27,12955.42857142857,246.23306451612905,2.1542857142857144,2.434285714285714,2.0228571428571427,4.316129032258065
2017-08-28,13030.0,246.2734516129032,2.1557142857142857,2.435714285714286,2.027142857142857,4.312903225806451
2017-08-29,11665.857142857143,246.3138387096774,2.157142857142857,2.4371428571428573,2.031428571428572,4.309677419354839
2017-08-30,10301.714285714286,246.3542258064516,2.158571428571429,2.4385714285714286,2.0357142857142856,4.306451612903226
2017-08-31,8937.571428571428,246.3946129032258,2.16,2.44,2.04,4.3032258064516125
2017-09-01,7573.428571428572,246.435,2.165714285714286,2.4457142857142857,2.041428571428572,4.3
2017-09-02,6209.285714285715,246.44136666666668,2.171428571428572,2.4514285714285715,2.0428571428571427,4.296666666666667
2017-09-03,4845.142857142857,246.44773333333333,2.177142857142857,2.4571428571428573,2.044285714285714,4.293333333333333
2017-09-04,3481.0,246.4541,2.182857142857143,2.462857142857142,2.045714285714286,4.29
2017-09-05,3997.142857142857,246.46046666666663,2.1885714285714286,2.4685714285714284,2.047142857142857,4.286666666666666
2017-09-06,4513.285714285714,246.4668333333333,2.1942857142857144,2.474285714285714,2.0485714285714285,4.283333333333333
2017-09-07,5029.428571428572,246.4732,2.2,2.48,2.05,4.28
2017-09-08,5545.571428571428,246.47956666666667,2.2014285714285715,2.4857142857142858,2.0628571428571427,4.276666666666666
2017-09-09,6061.714285714285,246.48593333333332,2.202857142857143,2.4914285714285715,2.0757142857142856,4.273333333333333
2017-09-10,6577.857142857143,246.4923,2.204285714285714,2.4971428571428573,2.0885714285714285,4.27
2017-09-11,7094.0,246.49866666666668,2.205714285714286,2.5028571428571427,2.1014285714285714,4.266666666666667
2017-09-12,7251.142857142857,246.50503333333333,2.2071428571428573,2.5085714285714285,2.1142857142857143,4.263333333333334
2017-09-13,7408.285714285715,246.5114,2.2085714285714286,2.5142857142857142,2.127142857142857,4.26
2017-09-14,7565.428571428572,246.51776666666663,2.21,2.52,2.14,4.256666666666667
2017-09-15,7722.571428571428,246.5241333333333,2.2071428571428573,2.5157142857142856,2.1342857142857143,4.253333333333333
2017-09-16,7879.714285714285,246.5305,2.204285714285714,2.511428571428572,2.128571428571429,4.25
2017-09-17,8036.857142857143,246.53686666666667,2.2014285714285715,2.507142857142857,2.1228571428571428,4.246666666666667
2017-09-18,8194.0,246.54323333333332,2.1985714285714284,2.502857142857143,2.117142857142857,4.243333333333333
2017-09-19,9551.857142857143,246.5496,2.1957142857142857,2.4985714285714287,2.111428571428572,4.24
2017-09-20,10909.714285714286,246.55596666666668,2.1928571428571426,2.4942857142857147,2.105714285714286,4.236666666666666
2017-09-21,12267.571428571428,246.56233333333333,2.19,2.49,2.1,4.233333333333333
2017-09-22,13625.428571428572,246.5687,2.185714285714285,2.4857142857142858,2.1028571428571428,4.23
2017-09-23,14983.285714285714,246.57506666666663,2.1814285714285715,2.481428571428572,2.105714285714286,4.226666666666667
2017-09-24,16341.142857142857,246.5814333333333,2.177142857142857,2.4771428571428573,2.1085714285714285,4.223333333333334
2017-09-25,17699.0,246.5878,2.172857142857143,2.472857142857143,2.111428571428572,4.22
2017-09-26,15854.57142857143,246.59416666666667,2.1685714285714286,2.4685714285714284,2.1142857142857143,4.216666666666667
2017-09-27,14010.142857142857,246.60053333333332,2.1642857142857146,2.4642857142857144,2.117142857142857,4.213333333333334
2017-09-28,12165.714285714286,246.6069,2.16,2.46,2.12,4.21
2017-09-29,10321.285714285714,246.61326666666668,2.1642857142857146,2.4642857142857144,2.127142857142857,4.206666666666667
2017-09-30,8476.857142857143,246.61963333333333,2.1685714285714286,2.4685714285714284,2.1342857142857143,4.203333333333333
2017-10-01,6632.4285714285725,246.626,2.172857142857143,2.472857142857143,2.1414285714285715,4.2
2017-10-02,4788.0,246.6472258064516,2.177142857142857,2.4771428571428573,2.148571428571429,4.2
2017-10-03,5306.142857142857,246.66845161290323,2.1814285714285715,2.481428571428572,2.1557142857142857,4.2
2017-10-04,5824.285714285714,246.68967741935484,2.185714285714285,2.4857142857142858,2.162857142857143,4.2
2017-10-05,6342.428571428572,246.71090322580645,2.19,2.49,2.17,4.2
2017-10-06,6860.571428571428,246.7321290322581,2.185714285714285,2.4857142857142858,2.16,4.2
2017-10-07,7378.714285714285,246.75335483870967,2.1814285714285715,2.481428571428572,2.15,4.2
2017-10-08,7896.857142857143,246.77458064516128,2.177142857142857,2.4771428571428573,2.14,4.2
2017-10-09,8415.0,246.7958064516129,2.172857142857143,2.472857142857143,2.13,4.2
2017-10-10,8346.57142857143,246.81703225806453,2.1685714285714286,2.4685714285714284,2.12,4.2
2017-10-11,8278.142857142857,246.8382580645161,2.1642857142857146,2.4642857142857144,2.11,4.2
2017-10-12,8209.714285714286,246.85948387096772,2.16,2.46,2.1,4.2
2017-10-13,8141.285714285715,246.88070967741936,2.1614285714285715,2.4614285714285717,2.1014285714285714,4.2
2017-10-14,8072.857142857143,246.90193548387097,2.162857142857143,2.462857142857143,2.1028571428571428,4.2
2017-10-15,8004.428571428572,246.92316129032255,2.164285714285714,2.4642857142857144,2.104285714285714,4.2
2017-10-16,7936.0,246.9443870967742,2.165714285714286,2.4657142857142857,2.105714285714286,4.2
2017-10-17,8414.285714285714,246.9656129032258,2.1671428571428573,2.467142857142857,2.107142857142857,4.2
2017-10-18,8892.57142857143,246.9868387096774,2.1685714285714286,2.468571428571429,2.1085714285714285,4.2
2017-10-19,9370.857142857143,247.00806451612905,2.17,2.47,2.11,4.2
2017-10-20,9849.142857142857,247.02929032258064,2.1742857142857144,2.474285714285714,2.1128571428571425,4.2
2017-10-21,10327.428571428572,247.05051612903225,2.1785714285714284,2.4785714285714286,2.1157142857142857,4.2
2017-10-22,10805.714285714286,247.07174193548383,2.182857142857143,2.482857142857143,2.1185714285714283,4.2
2017-10-23,11284.0,247.09296774193547,2.1871428571428573,2.487142857142857,2.1214285714285714,4.2
2017-10-24,11329.857142857143,247.11419354838708,2.191428571428572,2.4914285714285715,2.124285714285714,4.2
2017-10-25,11375.714285714286,247.13541935483872,2.1957142857142857,2.4957142857142856,2.127142857142857,4.2
2017-10-26,11421.57142857143,247.15664516129036,2.2,2.5,2.13,4.2
2017-10-27,11467.42857142857,247.17787096774197,2.205714285714286,2.505714285714286,2.1357142857142857,4.2
2017-10-28,11513.285714285714,247.19909677419355,2.211428571428572,2.511428571428572,2.1414285714285715,4.2
2017-10-29,11559.142857142857,247.2203225806452,2.217142857142857,2.5171428571428573,2.147142857142857,4.2
2017-10-30,11605.0,247.2415483870968,2.222857142857143,2.5228571428571427,2.1528571428571426,4.2
2017-10-31,10827.57142857143,247.2627741935484,2.2285714285714286,2.5285714285714285,2.1585714285714284,4.2
2017-11-01,10050.142857142857,247.284,2.2342857142857144,2.5342857142857143,2.164285714285714,4.2
2017-11-02,9272.714285714286,247.30136666666667,2.24,2.54,2.17,4.196666666666667
2017-11-03,8495.285714285714,247.3187333333333,2.25,2.5485714285714285,2.1742857142857144,4.193333333333333
2017-11-04,7717.857142857143,247.3361,2.26,2.5571428571428574,2.1785714285714284,4.19
2017-11-05,6940.428571428572,247.35346666666663,2.27,2.565714285714286,2.182857142857143,4.1866666666666665
2017-11-06,6163.0,247.3708333333333,2.28,2.5742857142857143,2.1871428571428573,4.183333333333334
2017-11-07,6501.714285714285,247.3882,2.29,2.5828571428571427,2.191428571428572,4.18
2017-11-08,6840.428571428572,247.40556666666663,2.3000000000000003,2.591428571428572,2.1957142857142857,4.176666666666667
2017-11-09,7179.142857142857,247.42293333333333,2.31,2.6,2.2,4.173333333333334
2017-11-10,7517.857142857143,247.4403,2.32,2.6085714285714285,2.2071428571428573,4.17
2017-11-11,7856.571428571428,247.45766666666665,2.33,2.617142857142857,2.2142857142857144,4.166666666666667
2017-11-12,8195.285714285714,247.47503333333333,2.34,2.625714285714286,2.2214285714285715,4.163333333333333
2017-11-13,8534.0,247.4924,2.35,2.6342857142857143,2.2285714285714286,4.16
2017-11-14,8782.0,247.50976666666668,2.36,2.642857142857143,2.2357142857142858,4.156666666666666
2017-11-15,9030.0,247.52713333333327,2.37,2.651428571428572,2.242857142857143,4.153333333333333
2017-11-16,9278.0,247.5445,2.38,2.66,2.25,4.15
2017-11-17,9526.0,247.56186666666667,2.3685714285714283,2.648571428571429,2.2471428571428573,4.1466666666666665
2017-11-18,9774.0,247.5792333333333,2.357142857142857,2.637142857142857,2.244285714285714,4.1433333333333335
2017-11-19,10022.0,247.5966,2.3457142857142856,2.625714285714286,2.2414285714285715,4.14
2017-11-20,10270.0,247.61396666666667,2.334285714285714,2.6142857142857143,2.2385714285714284,4.136666666666667
2017-11-21,11062.714285714286,247.63133333333332,2.3228571428571425,2.6028571428571428,2.2357142857142858,4.133333333333333
2017-11-22,11855.42857142857,247.6487,2.3114285714285714,2.591428571428572,2.2328571428571427,4.13
2017-11-23,12648.142857142857,247.6660666666667,2.3,2.58,2.23,4.126666666666666
2017-11-24,13440.857142857143,247.6834333333333,2.3,2.58,2.2328571428571427,4.123333333333333
2017-11-25,14233.571428571428,247.7008,2.3,2.58,2.2357142857142858,4.12
2017-11-26,15026.285714285714,247.71816666666663,2.3,2.58,2.2385714285714284,4.116666666666666
2017-11-27,15819.0,247.7355333333333,2.3,2.58,2.2414285714285715,4.113333333333333
2017-11-28,14375.714285714286,247.7529,2.3,2.58,2.244285714285714,4.109999999999999
2017-11-29,12932.428571428572,247.77026666666669,2.3,2.58,2.2471428571428573,4.1066666666666665
2017-11-30,11489.142857142857,247.78763333333333,2.3,2.58,2.25,4.103333333333333
2017-12-01,10045.857142857143,247.805,2.2985714285714285,2.5785714285714287,2.244285714285714,4.1
2017-12-02,8602.57142857143,247.839,2.297142857142857,2.577142857142857,2.2385714285714284,4.096774193548387
2017-12-03,7159.285714285714,247.873,2.295714285714286,2.5757142857142856,2.2328571428571427,4.0935483870967735
2017-12-04,5716.0,247.907,2.294285714285714,2.5742857142857143,2.2271428571428573,4.090322580645161
2017-12-05,6153.571428571428,247.941,2.2928571428571427,2.572857142857143,2.2214285714285715,4.087096774193548
2017-12-06,6591.142857142857,247.975,2.291428571428572,2.571428571428571,2.2157142857142857,4.083870967741936
2017-12-07,7028.714285714286,248.009,2.29,2.57,2.21,4.080645161290322
2017-12-08,7466.285714285714,248.043,2.2842857142857143,2.5628571428571427,2.2085714285714286,4.077419354838709
2017-12-09,7903.857142857143,248.077,2.2785714285714285,2.5557142857142856,2.2071428571428573,4.074193548387097
2017-12-10,8341.428571428572,248.111,2.2728571428571427,2.5485714285714285,2.205714285714286,4.070967741935483
2017-12-11,8779.0,248.145,2.2671428571428573,2.541428571428572,2.204285714285714,4.067741935483871
2017-12-12,9479.42857142857,248.179,2.261428571428572,2.5342857142857143,2.202857142857143,4.064516129032258
2017-12-13,10179.857142857143,248.213,2.255714285714286,2.527142857142857,2.2014285714285715,4.061290322580645
2017-12-14,10880.285714285714,248.247,2.25,2.52,2.2,4.058064516129032
2017-12-15,11580.714285714286,248.281,2.2528571428571427,2.5228571428571427,2.204285714285714,4.054838709677419
2017-12-16,12281.142857142857,248.315,2.255714285714286,2.525714285714286,2.2085714285714286,4.051612903225807
2017-12-17,12981.571428571428,248.349,2.2585714285714285,2.5285714285714285,2.212857142857143,4.048387096774193
2017-12-18,13682.0,248.383,2.261428571428572,2.531428571428572,2.217142857142857,4.04516129032258
2017-12-19,14526.42857142857,248.417,2.2642857142857142,2.5342857142857143,2.2214285714285715,4.041935483870968
2017-12-20,15370.857142857143,248.451,2.2671428571428573,2.5371428571428574,2.225714285714285,4.038709677419354
2017-12-21,16215.285714285714,248.485,2.27,2.54,2.23,4.035483870967742
2017-12-22,17059.714285714286,248.519,2.2685714285714287,2.5385714285714287,2.2342857142857144,4.032258064516129
2017-12-23,17904.142857142855,248.553,2.267142857142857,2.537142857142857,2.2385714285714284,4.029032258064516
2017-12-24,18748.571428571428,248.587,2.2657142857142856,2.5357142857142856,2.242857142857143,4.025806451612903
2017-12-25,19593.0,248.621,2.2642857142857142,2.5342857142857143,2.247142857142857,4.02258064516129
2017-12-26,17182.0,248.655,2.262857142857143,2.532857142857143,2.251428571428572,4.019354838709678
2017-12-27,14771.0,248.689,2.261428571428571,2.531428571428571,2.2557142857142853,4.016129032258064
2017-12-28,12360.0,248.723,2.26,2.53,2.26,4.012903225806451
2017-12-29,9949.0,248.757,2.2642857142857142,2.5342857142857143,2.268571428571428,4.009677419354839
2017-12-30,7538.0,248.791,2.268571428571428,2.5385714285714283,2.277142857142857,4.006451612903226
2017-12-31,5127.0,248.825,2.2728571428571427,2.5428571428571427,2.2857142857142856,4.003225806451613
2018-01-01,2716.0,248.859,2.277142857142857,2.547142857142857,2.294285714285714,4.0
2018-01-02,3135.1428571428573,248.88061290322585,2.281428571428572,2.551428571428572,2.3028571428571425,4.003225806451613
2018-01-03,3554.285714285714,248.9022258064516,2.2857142857142856,2.5557142857142856,2.3114285714285714,4.006451612903226
2018-01-04,3973.428571428572,248.92383870967743,2.29,2.56,2.32,4.009677419354839
2018-01-05,4392.571428571428,248.94545161290324,2.2857142857142856,2.5557142857142856,2.32,4.012903225806451
2018-01-06,4811.714285714286,248.96706451612903,2.281428571428572,2.551428571428572,2.32,4.016129032258064
2018-01-07,5230.857142857143,248.98867741935484,2.277142857142857,2.547142857142857,2.32,4.019354838709678
2018-01-08,5650.0,249.01029032258063,2.2728571428571427,2.5428571428571427,2.32,4.02258064516129
